level,node_name,parent_name,class_count,train_count,val_count,path
9,bicycle,wheeled vehicle,2,950,100,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > bicycle
9,car,wheeled vehicle,2,1195,100,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > car
9,handcart,wheeled vehicle,2,1056,100,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > handcart
9,motor scooter,wheeled vehicle,1,475,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > motor scooter
9,self-propelled vehicle,wheeled vehicle,30,16750,1500,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > self-propelled vehicle
9,trailer,wheeled vehicle,1,599,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > trailer
9,tricycle,wheeled vehicle,1,524,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > tricycle
9,unicycle,wheeled vehicle,1,442,50,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > unicycle
9,wagon,wheeled vehicle,3,1736,150,entity > physical entity > object > whole > artifact > instrumentality > conveyance > vehicle > wheeled vehicle > wagon
9,electro-acoustic transducer,transducer,2,961,100,entity > physical entity > object > whole > artifact > instrumentality > device > electrical device > transducer > electro-acoustic transducer
9,screen,display,1,603,50,entity > physical entity > object > whole > artifact > instrumentality > device > electronic device > display > screen
9,guillotine,instrument of execution,1,535,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > instrument of execution > guillotine
9,barometer,measuring instrument,1,463,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > barometer
9,measuring stick,measuring instrument,1,501,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > measuring stick
9,meter,measuring instrument,1,535,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > meter
9,scale,measuring instrument,1,507,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > scale
9,timepiece,measuring instrument,8,4169,400,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > measuring instrument > timepiece
9,stethoscope,medical instrument,1,549,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > medical instrument > stethoscope
9,syringe,medical instrument,1,575,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > medical instrument > syringe
9,compass,navigational instrument,1,578,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > navigational instrument > compass
9,binoculars,optical instrument,1,576,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > optical instrument > binoculars
9,projector,optical instrument,1,559,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > optical instrument > projector
9,spectacles,optical instrument,1,606,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > optical instrument > spectacles
9,magnifier,scientific instrument,2,1119,100,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > scientific instrument > magnifier
9,bow,weapon,1,661,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > weapon > bow
9,gun,weapon,4,2010,200,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > weapon > gun
9,projectile,weapon,1,734,50,entity > physical entity > object > whole > artifact > instrumentality > device > instrument > weapon > projectile
9,abacus,calculator,1,666,50,entity > physical entity > object > whole > artifact > instrumentality > device > machine > calculator > abacus
9,analog computer,computer,1,489,50,entity > physical entity > object > whole > artifact > instrumentality > device > machine > computer > analog computer
9,digital computer,computer,4,1937,200,entity > physical entity > object > whole > artifact > instrumentality > device > machine > computer > digital computer
9,web site,computer,1,568,50,entity > physical entity > object > whole > artifact > instrumentality > device > machine > computer > web site
9,harvester,farm machine,1,547,50,entity > physical entity > object > whole > artifact > instrumentality > device > machine > farm machine > harvester
9,thresher,farm machine,1,634,50,entity > physical entity > object > whole > artifact > instrumentality > device > machine > farm machine > thresher
9,power drill,power tool,1,421,50,entity > physical entity > object > whole > artifact > instrumentality > device > machine > power tool > power drill
9,power saw,power tool,1,539,50,entity > physical entity > object > whole > artifact > instrumentality > device > machine > power tool > power saw
9,slot,slot machine,1,747,50,entity > physical entity > object > whole > artifact > instrumentality > device > machine > slot machine > slot
9,vending machine,slot machine,1,541,50,entity > physical entity > object > whole > artifact > instrumentality > device > machine > slot machine > vending machine
9,joystick,control,1,470,50,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > control > joystick
9,switch,control,1,495,50,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > control > switch
9,hook,mechanical device,1,640,50,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > mechanical device > hook
9,machine,mechanical device,4,2452,200,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > mechanical device > machine
9,pump,mechanical device,1,534,50,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > mechanical device > pump
9,ride,mechanical device,1,465,50,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > mechanical device > ride
9,swing,mechanical device,1,492,50,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > mechanical device > swing
9,winder,mechanical device,1,665,50,entity > physical entity > object > whole > artifact > instrumentality > device > mechanism > mechanical device > winder
9,hard disc,magnetic disk,1,545,50,entity > physical entity > object > whole > artifact > instrumentality > device > memory device > magnetic disk > hard disc
9,organ,keyboard instrument,1,667,50,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > keyboard instrument > organ
9,piano,keyboard instrument,2,921,100,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > keyboard instrument > piano
9,chime,percussion instrument,1,547,50,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > percussion instrument > chime
9,drum,percussion instrument,1,455,50,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > percussion instrument > drum
9,gong,percussion instrument,1,532,50,entity > physical entity > object > whole > artifact > instrumentality > device > musical instrument > percussion instrument > gong
